business_id,date,score,type
78274,2014-11-21,,Complaint
78275,2014-11-12,,Reinspection/Followup
78275,2014-11-12,,New Ownership
78405,2014-11-17,,New Construction
78425,2014-11-13,,Reinspection/Followup
78426,2014-11-03,90,Routine - Unscheduled
78452,2014-11-13,96,Routine - Unscheduled
78473,2014-11-03,96,Routine - Unscheduled
78473,2014-11-20,,Reinspection/Followup
78473,2014-11-24,,Reinspection/Followup
78749,2014-11-03,,Reinspection/Followup
78749,2014-11-03,,New Ownership
78793,2014-11-20,,New Construction
78941,2014-11-13,100,Routine - Unscheduled
78941,2014-11-14,,Reinspection/Followup
78969,2014-11-24,,Non-inspection site visit
79246,2014-11-21,100,Routine - Unscheduled
79333,2014-11-18,83,Routine - Unscheduled
79401,2014-11-17,90,Routine - Unscheduled
79415,2014-11-06,88,Routine - Unscheduled
79491,2014-11-06,,New Construction
79543,2014-11-12,94,Routine - Unscheduled
79547,2014-11-05,92,Routine - Unscheduled
79564,2014-11-06,,New Construction
79598,2014-11-07,92,Routine - Unscheduled
79667,2014-11-05,89,Routine - Unscheduled
79667,2014-11-14,,Reinspection/Followup
79704,2014-11-14,,New Construction
79704,2014-11-19,,New Construction
79750,2014-11-14,,New Ownership
79753,2014-11-03,,New Ownership
79753,2014-11-18,,New Ownership
79834,2014-11-07,,New Ownership
79839,2014-11-14,,New Construction
79839,2014-11-19,,New Construction
79946,2014-11-25,,New Construction
80006,2014-11-03,,New Construction
80069,2014-11-07,,New Construction
80121,2014-11-18,98,Routine - Unscheduled
80164,2014-11-06,,Reinspection/Followup
80164,2014-11-14,,Reinspection/Followup
80230,2014-11-21,100,Routine - Unscheduled
80242,2014-11-12,,New Ownership
80243,2014-11-12,,New Ownership
80279,2014-11-20,92,Routine - Unscheduled
80336,2014-11-13,,New Ownership
80384,2014-11-06,,New Ownership
80384,2014-11-12,,New Ownership
80384,2014-11-17,,New Ownership
80406,2014-11-26,,Non-inspection site visit
80419,2014-11-21,93,Routine - Unscheduled
80422,2014-11-19,,New Ownership
80442,2014-11-13,,New Construction
80442,2014-11-14,,Reinspection/Followup
80479,2014-11-25,,New Construction
80486,2014-11-13,,Reinspection/Followup
80514,2014-11-04,,Reinspection/Followup
80585,2014-11-12,,New Ownership
80591,2014-11-07,,New Ownership
80598,2014-11-25,,New Construction
80605,2014-11-06,,New Ownership
80617,2014-11-18,100,Routine - Unscheduled
80638,2014-11-24,,New Construction
80659,2014-11-25,,New Construction
80744,2014-11-03,,New Construction
80767,2014-11-17,,Reinspection/Followup
80773,2014-11-13,100,Routine - Unscheduled
80798,2014-11-06,,New Ownership
80820,2014-11-13,,Routine - Unscheduled
80824,2014-11-03,,New Ownership
80824,2014-11-03,57,Routine - Unscheduled
80861,2014-11-05,98,Routine - Unscheduled
80861,2014-11-12,98,Routine - Unscheduled
80893,2014-11-07,,New Construction
80893,2014-11-14,,New Construction
80893,2014-11-21,,New Construction
80961,2014-11-26,,New Ownership
80979,2014-11-07,,Non-inspection site visit
80979,2014-11-19,,New Ownership
80989,2014-11-19,,New Ownership
81033,2014-11-13,,New Ownership
81033,2014-11-13,86,Routine - Unscheduled
81064,2014-11-12,,New Ownership
81090,2014-11-24,,New Ownership
81092,2014-11-19,,Complaint
81112,2014-11-17,,Non-inspection site visit
81114,2014-11-12,,New Ownership
81116,2014-11-14,,New Ownership
81116,2014-11-19,,New Ownership
81131,2014-11-24,,New Ownership
81134,2014-11-19,93,Routine - Unscheduled
81134,2014-11-19,,New Ownership
81135,2014-11-21,,New Construction
81135,2014-11-25,,New Construction
81135,2014-11-26,,New Ownership
81137,2014-11-24,,New Ownership
81140,2014-11-24,,New Ownership
81162,2014-11-26,,New Ownership
81264,2014-11-25,,New Ownership
81310,2014-11-10,76,Routine - Unscheduled
272,2014-12-03,72,Routine - Unscheduled
290,2014-12-10,80,Routine - Unscheduled
290,2014-12-19,,Reinspection/Followup
305,2014-12-04,85,Routine - Unscheduled
305,2014-12-04,,Reinspection/Followup
305,2014-12-05,,Reinspection/Followup
379,2014-12-02,100,Routine - Unscheduled
389,2014-12-17,100,Routine - Unscheduled
423,2014-12-09,85,Routine - Unscheduled
423,2014-12-09,,Foodborne Illness Investigation
522,2014-12-12,100,Routine - Unscheduled
547,2014-12-10,96,Routine - Unscheduled
567,2014-12-19,91,Routine - Unscheduled
567,2014-12-22,,Reinspection/Followup
606,2014-12-12,,Complaint
606,2014-12-16,,Complaint
606,2014-12-19,,Complaint
606,2014-12-31,,Reinspection/Followup
809,2014-12-09,,Reinspection/Followup
809,2014-12-16,,Reinspection/Followup
827,2014-12-04,98,Routine - Unscheduled
874,2014-12-26,82,Routine - Unscheduled
892,2014-12-05,100,Routine - Unscheduled
994,2014-12-09,90,Routine - Unscheduled
994,2014-12-17,,Reinspection/Followup
1125,2014-12-02,94,Routine - Unscheduled
1135,2014-12-24,,Non-inspection site visit
1144,2014-12-05,,Reinspection/Followup
1203,2014-12-09,98,Routine - Unscheduled
1409,2014-12-22,100,Routine - Unscheduled
1426,2014-12-10,90,Routine - Unscheduled
1427,2014-12-03,80,Routine - Unscheduled
1565,2014-12-05,88,Routine - Unscheduled
1565,2014-12-19,,Reinspection/Followup
1757,2014-12-10,73,Routine - Unscheduled
1896,2014-12-08,,Reinspection/Followup
1900,2014-12-02,,Reinspection/Followup
1939,2014-12-05,96,Routine - Unscheduled
1942,2014-12-15,,Reinspection/Followup
1942,2014-12-16,,Reinspection/Followup
1978,2014-12-08,76,Routine - Unscheduled
1978,2014-12-22,,Reinspection/Followup
2072,2014-12-16,96,Routine - Unscheduled
2115,2014-12-04,72,Routine - Unscheduled
2115,2014-12-11,,Reinspection/Followup
2152,2014-12-05,85,Routine - Unscheduled
2152,2014-12-19,,Reinspection/Followup
2245,2014-12-19,98,Routine - Unscheduled
2505,2014-12-08,,Reinspection/Followup
2780,2014-12-15,94,Routine - Unscheduled
2818,2014-12-05,100,Routine - Unscheduled
2833,2014-12-22,,Complaint
3129,2014-12-10,94,Routine - Unscheduled
3174,2014-12-17,,Foodborne Illness Investigation
3218,2014-12-15,,Reinspection/Followup
3241,2014-12-09,72,Routine - Unscheduled
3267,2014-12-01,100,Routine - Unscheduled
3285,2014-12-12,92,Routine - Unscheduled
3350,2014-12-23,98,Routine - Unscheduled
3425,2014-12-16,92,Routine - Unscheduled
3476,2014-12-03,79,Routine - Unscheduled
3490,2014-12-12,100,Routine - Unscheduled
3616,2014-12-17,94,Routine - Unscheduled
3640,2014-12-09,,Reinspection/Followup
3867,2014-12-09,,Non-inspection site visit
3881,2014-12-23,86,Routine - Unscheduled
3881,2014-12-23,,Complaint
3885,2014-12-10,79,Routine - Unscheduled
3885,2014-12-19,,Reinspection/Followup
3885,2014-12-30,,Reinspection/Followup
3982,2014-12-15,92,Routine - Unscheduled
4438,2014-12-15,90,Routine - Unscheduled
4461,2014-12-05,88,Routine - Unscheduled
4480,2014-12-15,100,Routine - Unscheduled
4533,2014-12-12,,Reinspection/Followup
4656,2014-12-30,94,Routine - Unscheduled
4683,2014-12-30,98,Routine - Unscheduled
4732,2014-12-11,88,Routine - Unscheduled
4850,2014-12-30,100,Routine - Unscheduled
4935,2014-12-03,89,Routine - Unscheduled
4935,2014-12-05,,Complaint
5011,2014-12-30,89,Routine - Unscheduled
5039,2014-12-05,96,Routine - Unscheduled
5258,2014-12-05,79,Routine - Unscheduled
5258,2014-12-17,,Reinspection/Followup
5278,2014-12-04,,Reinspection/Followup
5952,2014-12-15,98,Routine - Unscheduled
7276,2014-12-22,85,Routine - Unscheduled
7276,2014-12-22,,Reinspection/Followup
7276,2014-12-23,,Reinspection/Followup
7474,2014-12-10,85,Routine - Unscheduled
7489,2014-12-08,,Reinspection/Followup
7489,2014-12-18,,New Construction
7517,2014-12-12,100,Routine - Unscheduled
9745,2014-12-04,100,Routine - Unscheduled
10438,2014-12-08,,Reinspection/Followup
16441,2014-12-09,80,Routine - Unscheduled
18330,2014-12-03,96,Routine - Unscheduled
18755,2014-12-22,94,Routine - Unscheduled
18824,2014-12-05,82,Routine - Unscheduled
18824,2014-12-05,,Complaint
18825,2014-12-23,,Reinspection/Followup
19041,2014-12-15,,Reinspection/Followup
21101,2014-12-29,82,Routine - Unscheduled
24198,2014-12-08,,Non-inspection site visit
24198,2014-12-08,71,Routine - Unscheduled
28836,2014-12-10,,Reinspection/Followup
29304,2014-12-04,,Reinspection/Followup
31568,2014-12-08,,Reinspection/Followup
32556,2014-12-01,96,Routine - Unscheduled
33056,2014-12-15,94,Routine - Unscheduled
33056,2014-12-24,,Non-inspection site visit
33093,2014-12-01,85,Routine - Unscheduled
33093,2014-12-15,,Reinspection/Followup
33173,2014-12-01,98,Routine - Unscheduled
33914,2014-12-30,94,Routine - Unscheduled
33945,2014-12-04,85,Routine - Unscheduled
34184,2014-12-02,83,Routine - Unscheduled
34989,2014-12-17,100,Routine - Unscheduled
35784,2014-12-30,81,Routine - Unscheduled
35784,2014-12-30,,Foodborne Illness Investigation
35790,2014-12-10,100,Routine - Unscheduled
36474,2014-12-05,92,Routine - Unscheduled
36513,2014-12-31,,Non-inspection site visit
36685,2014-12-29,92,Routine - Unscheduled
36699,2014-12-11,73,Routine - Unscheduled
36699,2014-12-16,,Reinspection/Followup
37361,2014-12-10,96,Routine - Unscheduled
37633,2014-12-17,94,Routine - Unscheduled
38197,2014-12-05,94,Routine - Unscheduled
38197,2014-12-19,,Reinspection/Followup
38458,2014-12-03,,Reinspection/Followup
38458,2014-12-03,,Non-inspection site visit
38458,2014-12-03,78,Routine - Unscheduled
38485,2014-12-02,90,Routine - Unscheduled
38530,2014-12-02,87,Routine - Unscheduled
38530,2014-12-19,,Reinspection/Followup
38808,2014-12-15,89,Routine - Unscheduled
39048,2014-12-22,96,Routine - Unscheduled
39049,2014-12-05,90,Routine - Unscheduled
39049,2014-12-19,,Reinspection/Followup
39606,2014-12-12,,Complaint
39667,2014-12-01,94,Routine - Unscheduled
40216,2014-12-03,80,Routine - Unscheduled
40227,2014-12-15,90,Routine - Unscheduled
57754,2014-12-02,,New Construction
57754,2014-12-05,,New Construction
58803,2014-12-03,81,Routine - Unscheduled
59019,2014-12-18,91,Routine - Unscheduled
59019,2014-12-22,,Reinspection/Followup
59124,2014-12-23,100,Routine - Unscheduled
59153,2014-12-09,90,Routine - Unscheduled
60473,2014-12-10,,Reinspection/Followup
60649,2014-12-17,98,Routine - Unscheduled
60898,2014-12-04,96,Routine - Unscheduled
60898,2014-12-04,,Complaint
61390,2014-12-03,92,Routine - Unscheduled
61643,2014-12-03,90,Routine - Unscheduled
62853,2014-12-12,96,Routine - Unscheduled
63076,2014-12-16,90,Routine - Unscheduled
63131,2014-12-30,64,Routine - Unscheduled
63131,2014-12-31,,Reinspection/Followup
63618,2014-12-10,94,Routine - Unscheduled
63926,2014-12-17,92,Routine - Unscheduled
64007,2014-12-17,100,Routine - Unscheduled
64466,2014-12-08,76,Routine - Unscheduled
64466,2014-12-22,,Reinspection/Followup
64502,2014-12-12,91,Routine - Unscheduled
64524,2014-12-31,,Non-inspection site visit
64859,2014-12-09,98,Routine - Unscheduled
64881,2014-12-23,98,Routine - Unscheduled
64940,2014-12-09,,Reinspection/Followup
65337,2014-12-17,87,Routine - Unscheduled
65358,2014-12-22,,Reinspection/Followup
65383,2014-12-10,94,Routine - Unscheduled
65425,2014-12-22,86,Routine - Unscheduled
65425,2014-12-23,,Reinspection/Followup
65761,2014-12-10,88,Routine - Unscheduled
65831,2014-12-05,86,Routine - Unscheduled
65831,2014-12-08,,Reinspection/Followup
66705,2014-12-23,92,Routine - Unscheduled
66705,2014-12-23,,Complaint
66705,2014-12-24,,Complaint
66925,2014-12-09,89,Routine - Unscheduled
66988,2014-12-04,70,Routine - Unscheduled
66990,2014-12-17,98,Routine - Unscheduled
67160,2014-12-10,94,Routine - Unscheduled
67510,2014-12-31,85,Routine - Unscheduled
67615,2014-12-10,89,Routine - Unscheduled
67809,2014-12-19,77,Routine - Unscheduled
67828,2014-12-09,,Complaint Reinspection/Followup
67839,2014-12-15,88,Routine - Unscheduled
67920,2014-12-15,,Reinspection/Followup
67985,2014-12-09,89,Routine - Unscheduled
68037,2014-12-15,92,Routine - Unscheduled
68220,2014-12-18,,Reinspection/Followup
68220,2014-12-22,,Reinspection/Followup
68259,2014-12-10,100,Routine - Unscheduled
68320,2014-12-04,81,Routine - Unscheduled
68351,2014-12-22,80,Routine - Unscheduled
68365,2014-12-17,83,Routine - Unscheduled
68365,2014-12-18,,Reinspection/Followup
68433,2014-12-10,,Reinspection/Followup
68467,2014-12-08,100,Routine - Unscheduled
68493,2014-12-10,90,Routine - Unscheduled
68493,2014-12-22,,Reinspection/Followup
68540,2014-12-09,100,Routine - Unscheduled
68615,2014-12-17,92,Routine - Unscheduled
68699,2014-12-04,100,Routine - Unscheduled
69448,2014-12-12,94,Routine - Unscheduled
69475,2014-12-23,100,Routine - Unscheduled
69527,2014-12-10,93,Routine - Unscheduled
69681,2014-12-16,,Complaint
69681,2014-12-16,87,Routine - Unscheduled
69691,2014-12-04,90,Routine - Unscheduled
69706,2014-12-19,84,Routine - Unscheduled
70068,2014-12-10,81,Routine - Unscheduled
70138,2014-12-23,76,Routine - Unscheduled
70138,2014-12-30,,Reinspection/Followup
70281,2014-12-01,76,Routine - Unscheduled
70281,2014-12-16,,Reinspection/Followup
70425,2014-12-01,100,Routine - Unscheduled
70486,2014-12-22,94,Routine - Unscheduled
70619,2014-12-15,96,Routine - Unscheduled
70717,2014-12-10,87,Routine - Unscheduled
70755,2014-12-15,86,Routine - Unscheduled
70778,2014-12-05,,Reinspection/Followup
70884,2014-12-17,96,Routine - Unscheduled
70970,2014-12-01,84,Routine - Unscheduled
70970,2014-12-01,,Complaint
70970,2014-12-09,,Reinspection/Followup
71012,2014-12-12,,Reinspection/Followup
71286,2014-12-08,90,Routine - Unscheduled
71301,2014-12-01,94,Routine - Unscheduled
71430,2014-12-03,85,Routine - Unscheduled
71430,2014-12-10,,Reinspection/Followup
71599,2014-12-01,85,Routine - Unscheduled
71641,2014-12-10,,New Ownership
71831,2014-12-05,,Reinspection/Followup
71969,2014-12-23,96,Routine - Unscheduled
72027,2014-12-15,78,Routine - Unscheduled
72169,2014-12-08,92,Routine - Unscheduled
74084,2014-12-17,,Complaint
74084,2014-12-17,,New Ownership
74084,2014-12-17,54,Routine - Unscheduled
74084,2014-12-18,,Reinspection/Followup
74084,2014-12-19,,Reinspection/Followup
74237,2014-12-04,91,Routine - Unscheduled
74429,2014-12-26,80,Routine - Unscheduled
74680,2014-12-05,81,Routine - Unscheduled
74680,2014-12-19,,Reinspection/Followup
74866,2014-12-02,77,Routine - Unscheduled
74975,2014-12-01,,New Construction
74994,2014-12-03,78,Routine - Unscheduled
74994,2014-12-04,,Reinspection/Followup
75044,2014-12-08,87,Routine - Unscheduled
75044,2014-12-16,,Reinspection/Followup
75448,2014-12-31,,Complaint
75530,2014-12-22,96,Routine - Unscheduled
75701,2014-12-09,,Complaint
76218,2014-12-02,,New Ownership
76280,2014-12-10,,New Construction
76294,2014-12-09,100,Routine - Unscheduled
76445,2014-12-17,78,Routine - Unscheduled
76545,2014-12-23,90,Routine - Unscheduled
76547,2014-12-08,84,Routine - Unscheduled
76547,2014-12-17,,Reinspection/Followup
76587,2014-12-01,89,Routine - Unscheduled
76587,2014-12-08,,Reinspection/Followup
76763,2014-12-09,96,Routine - Unscheduled
76960,2014-12-10,,Complaint Reinspection/Followup
76960,2014-12-12,,Reinspection/Followup
76998,2014-12-22,100,Routine - Unscheduled
77162,2014-12-01,,Non-inspection site visit
77162,2014-12-02,,Reinspection/Followup
77162,2014-12-03,,Reinspection/Followup
77406,2014-12-02,,New Construction
77406,2014-12-08,,New Ownership
77432,2014-12-08,96,Routine - Unscheduled
77433,2014-12-02,,Non-inspection site visit
77433,2014-12-03,,Reinspection/Followup
77520,2014-12-23,65,Routine - Unscheduled
77528,2014-12-30,100,Routine - Unscheduled
77546,2014-12-09,79,Routine - Unscheduled
77546,2014-12-10,,Reinspection/Followup
77548,2014-12-03,63,Routine - Unscheduled
77548,2014-12-04,,Reinspection/Followup
77566,2014-12-29,80,Routine - Unscheduled
77645,2014-12-03,80,Routine - Unscheduled
77645,2014-12-19,,Reinspection/Followup
77665,2014-12-08,100,Routine - Unscheduled
77778,2014-12-30,73,Routine - Unscheduled
77890,2014-12-02,,Reinspection/Followup
77958,2014-12-05,,New Construction
77958,2014-12-09,,New Construction
78204,2014-12-01,94,Routine - Unscheduled
78204,2014-12-08,,Reinspection/Followup
78332,2014-12-09,,Reinspection/Followup
78332,2014-12-12,,Reinspection/Followup
78332,2014-12-31,,Reinspection/Followup
78347,2014-12-02,,New Ownership
78347,2014-12-09,,Reinspection/Followup
78603,2014-12-10,,New Ownership
78669,2014-12-15,94,Routine - Unscheduled
78718,2014-12-04,90,Routine - Unscheduled
78793,2014-12-19,,New Construction
78819,2014-12-03,96,Routine - Unscheduled
78943,2014-12-17,,New Construction
78963,2014-12-01,76,Routine - Unscheduled
79212,2014-12-05,,New Construction
79252,2014-12-23,,Reinspection/Followup
79299,2014-12-15,85,Routine - Unscheduled
79417,2014-12-01,96,Routine - Unscheduled
79498,2014-12-15,,Routine - Scheduled
79633,2014-12-01,90,Routine - Unscheduled
79633,2014-12-05,,Reinspection/Followup
79729,2014-12-02,,New Ownership
80112,2014-12-12,93,Routine - Unscheduled
80112,2014-12-31,,Reinspection/Followup
80233,2014-12-08,,Reinspection/Followup
80236,2014-12-05,,New Ownership
80242,2014-12-12,,New Ownership
80242,2014-12-18,,New Ownership
80243,2014-12-12,,New Ownership
80243,2014-12-18,,New Ownership
80243,2014-12-22,,Complaint
80269,2014-12-04,,New Construction
80280,2014-12-16,,New Construction
80280,2014-12-16,,New Ownership
80286,2014-12-29,94,Routine - Unscheduled
80302,2014-12-29,98,Routine - Unscheduled
80315,2014-12-01,,Complaint
80315,2014-12-01,88,Routine - Unscheduled
80361,2014-12-09,,New Construction
80363,2014-12-23,,New Construction
80363,2014-12-23,,Reinspection/Followup
80405,2014-12-19,,New Construction
80406,2014-12-23,,New Ownership
80422,2014-12-10,89,Routine - Unscheduled
80479,2014-12-17,,New Construction
80479,2014-12-19,,New Construction
80479,2014-12-22,,New Construction
80479,2014-12-30,,New Ownership
80479,2014-12-31,,New Ownership
80585,2014-12-16,,New Ownership
80598,2014-12-02,,New Construction
80598,2014-12-08,,Routine - Unscheduled
80598,2014-12-08,,New Ownership
80638,2014-12-10,,New Construction
80659,2014-12-30,,Non-inspection site visit
80659,2014-12-31,,Non-inspection site visit
80742,2014-12-10,,New Construction
80786,2014-12-16,,New Construction
80824,2014-12-10,,Reinspection/Followup
80890,2014-12-22,,New Construction
80890,2014-12-29,,New Ownership
80893,2014-12-15,,New Construction
80925,2014-12-01,,New Construction
80935,2014-12-19,,New Construction
80974,2014-12-05,,New Ownership
80979,2014-12-04,,Reinspection/Followup
80979,2014-12-09,,Reinspection/Followup
80989,2014-12-08,,New Ownership
80989,2014-12-10,,New Ownership
81099,2014-12-11,,New Construction
81103,2014-12-02,,Complaint
81103,2014-12-10,90,Routine - Unscheduled
81103,2014-12-10,,New Ownership
81116,2014-12-15,,New Ownership
81136,2014-12-08,,New Ownership
81153,2014-12-26,,New Ownership
81153,2014-12-26,91,Routine - Unscheduled
81162,2014-12-09,,Non-inspection site visit
81162,2014-12-31,,New Ownership
81163,2014-12-10,,New Construction
81164,2014-12-08,,New Ownership
81164,2014-12-22,,New Ownership
81166,2014-12-01,,New Construction
81166,2014-12-01,,New Construction
81166,2014-12-05,,New Ownership
81166,2014-12-15,100,Routine - Unscheduled
81167,2014-12-10,,New Construction
81167,2014-12-22,,New Ownership
81179,2014-12-22,,Non-inspection site visit
81187,2014-12-02,,New Ownership
81188,2014-12-05,,Non-inspection site visit
81188,2014-12-18,,New Construction
81188,2014-12-29,,New Ownership
81202,2014-12-12,,New Construction
81202,2014-12-29,89,Routine - Unscheduled
81203,2014-12-12,,New Ownership
81203,2014-12-12,96,Routine - Unscheduled
81244,2014-12-22,,New Ownership
81264,2014-12-03,,New Ownership
81264,2014-12-09,,New Ownership
81264,2014-12-11,,New Ownership
81264,2014-12-18,,New Ownership
81264,2014-12-19,,New Ownership
81264,2014-12-31,,New Ownership
81285,2014-12-05,100,Routine - Unscheduled
81291,2014-12-09,,New Construction
81303,2014-12-03,,New Ownership
81303,2014-12-04,,New Ownership
81339,2014-12-03,96,Routine - Unscheduled
81339,2014-12-03,,New Ownership
81368,2014-12-17,,New Construction
81376,2014-12-10,,New Ownership
81381,2014-12-09,,New Construction
81383,2014-12-17,,New Ownership
81409,2014-12-17,,New Ownership
81449,2014-12-29,,New Ownership
81460,2014-12-11,,New Ownership
81460,2014-12-24,,New Ownership
81461,2014-12-16,,New Ownership
81461,2014-12-19,,New Ownership
81475,2014-12-16,,New Construction
81521,2014-12-31,,New Ownership
200,2015-01-29,87,Routine - Unscheduled
216,2015-01-26,100,Routine - Unscheduled
236,2015-01-12,,Reinspection/Followup
385,2015-01-05,,Complaint
385,2015-01-08,,Complaint
385,2015-01-13,,Complaint
385,2015-01-29,,Complaint
385,2015-01-30,,Complaint
385,2015-01-30,,Complaint
397,2015-01-13,,New Construction
397,2015-01-15,,New Construction
420,2015-01-08,72,Routine - Unscheduled
420,2015-01-09,,Reinspection/Followup
430,2015-01-14,86,Routine - Unscheduled
431,2015-01-12,,Reinspection/Followup
486,2015-01-08,,Non-inspection site visit
489,2015-01-12,,Complaint
489,2015-01-12,77,Routine - Unscheduled
496,2015-01-07,90,Routine - Unscheduled
496,2015-01-27,,Reinspection/Followup
519,2015-01-22,100,Routine - Unscheduled
597,2015-01-07,,Reinspection/Followup
639,2015-01-20,92,Routine - Unscheduled
642,2015-01-28,100,Routine - Unscheduled
645,2015-01-28,100,Routine - Unscheduled
758,2015-01-22,100,Routine - Unscheduled
835,2015-01-20,86,Routine - Unscheduled
845,2015-01-14,92,Routine - Unscheduled
845,2015-01-16,,Reinspection/Followup
874,2015-01-05,,Reinspection/Followup
1002,2015-01-26,89,Routine - Unscheduled
1005,2015-01-20,,Reinspection/Followup
1090,2015-01-26,98,Routine - Unscheduled
1127,2015-01-23,,Non-inspection site visit
1146,2015-01-22,83,Routine - Unscheduled
1216,2015-01-12,74,Routine - Unscheduled
1216,2015-01-29,,Reinspection/Followup
1323,2015-01-20,86,Routine - Unscheduled
1323,2015-01-27,,Reinspection/Followup
1466,2015-01-21,100,Routine - Unscheduled
1487,2015-01-29,92,Routine - Unscheduled
1542,2015-01-08,83,Routine - Unscheduled
1542,2015-01-30,,Reinspection/Followup
1549,2015-01-29,100,Routine - Unscheduled
1567,2015-01-05,,Reinspection/Followup
1568,2015-01-26,85,Routine - Unscheduled
1608,2015-01-21,90,Routine - Unscheduled
1673,2015-01-21,100,Routine - Unscheduled
1685,2015-01-23,94,Routine - Unscheduled
1753,2015-01-12,88,Routine - Unscheduled
1788,2015-01-26,81,Routine - Unscheduled
1833,2015-01-28,68,Routine - Unscheduled
1833,2015-01-28,,Complaint
1843,2015-01-21,60,Routine - Unscheduled
1843,2015-01-23,,Reinspection/Followup
1844,2015-01-05,90,Routine - Unscheduled
2004,2015-01-26,64,Routine - Unscheduled
2004,2015-01-27,,Reinspection/Followup
2004,2015-01-27,,Reinspection/Followup
2007,2015-01-21,,Reinspection/Followup
2017,2015-01-27,,Complaint
2061,2015-01-16,96,Routine - Unscheduled
2063,2015-01-29,86,Routine - Unscheduled
2066,2015-01-30,,Complaint
2144,2015-01-22,94,Routine - Unscheduled
2175,2015-01-07,100,Routine - Unscheduled
2175,2015-01-21,,Non-inspection site visit
2226,2015-01-07,98,Routine - Unscheduled
2226,2015-01-07,,Reinspection/Followup
2233,2015-01-21,71,Routine - Unscheduled
2233,2015-01-22,,Reinspection/Followup
2233,2015-01-22,,Reinspection/Followup
2233,2015-01-22,,Complaint
2331,2015-01-13,69,Routine - Unscheduled
2331,2015-01-14,,Reinspection/Followup
2331,2015-01-14,,Reinspection/Followup
2331,2015-01-16,,Reinspection/Followup
2331,2015-01-30,,Non-inspection site visit
2356,2015-01-26,87,Routine - Unscheduled
2357,2015-01-12,85,Routine - Unscheduled
2357,2015-01-13,,Reinspection/Followup
2428,2015-01-09,,Complaint
2447,2015-01-28,,Non-inspection site visit
2454,2015-01-08,79,Routine - Unscheduled
2454,2015-01-30,,Reinspection/Followup
2495,2015-01-27,,Complaint
2497,2015-01-26,98,Routine - Unscheduled
2507,2015-01-12,96,Routine - Unscheduled
2535,2015-01-27,,Complaint
2588,2015-01-15,100,Routine - Unscheduled
2610,2015-01-26,92,Routine - Unscheduled
2684,2015-01-13,88,Routine - Unscheduled
2684,2015-01-20,,Reinspection/Followup
2750,2015-01-14,85,Routine - Unscheduled
2785,2015-01-22,90,Routine - Unscheduled
2833,2015-01-27,,Complaint
2840,2015-01-02,92,Routine - Unscheduled
2841,2015-01-02,94,Routine - Unscheduled
2843,2015-01-08,100,Routine - Unscheduled
2925,2015-01-08,100,Routine - Unscheduled
2942,2015-01-21,78,Routine - Unscheduled
2942,2015-01-21,,Reinspection/Followup
2974,2015-01-29,98,Routine - Unscheduled
3056,2015-01-09,91,Routine - Unscheduled
3122,2015-01-07,85,Routine - Unscheduled
3122,2015-01-07,,Complaint
3122,2015-01-15,,Reinspection/Followup
3122,2015-01-20,,Reinspection/Followup
3133,2015-01-08,84,Routine - Unscheduled
3133,2015-01-20,,Reinspection/Followup
3151,2015-01-07,64,Routine - Unscheduled
3151,2015-01-07,,Complaint
3151,2015-01-08,,Reinspection/Followup
3151,2015-01-14,,Reinspection/Followup
3151,2015-01-16,,Non-inspection site visit
3207,2015-01-29,96,Routine - Unscheduled
3237,2015-01-05,72,Routine - Unscheduled
3237,2015-01-14,,Reinspection/Followup
3253,2015-01-08,98,Routine - Unscheduled
3263,2015-01-23,91,Routine - Unscheduled
3323,2015-01-27,96,Routine - Unscheduled
3338,2015-01-12,92,Routine - Unscheduled
3345,2015-01-13,80,Routine - Unscheduled
3345,2015-01-20,,Reinspection/Followup
3345,2015-01-27,,Reinspection/Followup
3373,2015-01-05,89,Routine - Unscheduled
3393,2015-01-13,86,Routine - Unscheduled
3393,2015-01-21,,Reinspection/Followup
3403,2015-01-29,100,Routine - Unscheduled
3405,2015-01-22,92,Routine - Unscheduled
3428,2015-01-16,,Reinspection/Followup
3477,2015-01-14,,Non-inspection site visit
3497,2015-01-05,,Non-inspection site visit
3522,2015-01-21,85,Routine - Unscheduled
3525,2015-01-26,98,Routine - Unscheduled
3529,2015-01-21,76,Routine - Unscheduled
3538,2015-01-07,96,Routine - Unscheduled
3538,2015-01-07,,Reinspection/Followup
3547,2015-01-23,96,Routine - Unscheduled
3614,2015-01-15,,Non-inspection site visit
3615,2015-01-13,94,Routine - Unscheduled
3633,2015-01-20,,Complaint
3649,2015-01-06,,Complaint
3649,2015-01-30,,Complaint
3655,2015-01-26,96,Routine - Unscheduled
3678,2015-01-21,86,Routine - Unscheduled
3790,2015-01-15,100,Routine - Unscheduled
3791,2015-01-15,96,Routine - Unscheduled
3867,2015-01-08,,Reinspection/Followup
3899,2015-01-20,88,Routine - Unscheduled
3951,2015-01-08,86,Routine - Unscheduled
3951,2015-01-27,,Reinspection/Followup
4085,2015-01-07,96,Routine - Unscheduled
4145,2015-01-16,90,Routine - Unscheduled
4553,2015-01-16,90,Routine - Unscheduled
4850,2015-01-22,,Non-inspection site visit
4860,2015-01-29,98,Routine - Unscheduled
4881,2015-01-20,96,Routine - Unscheduled
4884,2015-01-27,92,Routine - Unscheduled
4923,2015-01-09,,Reinspection/Followup
4935,2015-01-29,,Complaint
4935,2015-01-29,,Complaint
